Front (ES),Back (EN),Audio,Notes,Alternative,Reply,Type,Tags,Level
Abre las piernas,Spread your legs,,Intimate command. Direct sexual instruction. Context: Used during intimate moments with consent. Example: Abre las piernas para mí = Spread your legs for me,Intimate command | Sexual,,,basic,intimate sexual explicit,5
Arrodíllate,Get on your knees,,"Intimate command. Can be dominant/submissive context. Colombian: straightforward, direct. Example: Arrodíllate aquí = Get on your knees here",Position command | Sexual,,,basic,intimate sexual explicit,5
¿Acabaste?,Did you cum? / Did you finish?,,Direct question post-orgasm. Colombian slang: 'acabar' = to finish/cum. Common intimate check-in. Example: ¿Ya acabaste mi amor? = Did you finish already my love?,Sexual question | Intimate,Te veniste?,,basic,intimate sexual explicit,5
Chúpamela,Suck it / Suck me,,Explicit command. Very direct. 'Chúpamelo' for masculine ending. Colombian: straight to the point. Example: Chúpamela rico = Suck it good,Sexual command | Vulgar,Mámamela,,basic,intimate sexual explicit vulgar,5
Chupa profundo,Deepthroat / Suck deep,,Explicit instruction. 'Profundo' = deep. Colombian: direct sexual language. Example: Chupa profundo bebé = Suck deep baby,Sexual instruction | Explicit,,,basic,intimate sexual explicit vulgar,5
Dame duro,Harder / Give it to me hard,,Common during sex. 'Duro' = hard. Colombian favorite expression. Very passionate. Example: Dame duro papi = Give it to me hard daddy,Sexual instruction | Intense,Más duro,,basic,intimate sexual explicit,5
Dame oral,Go down on me / Give me oral,,Direct request for oral sex. Gender neutral. Colombian: straightforward intimate request. Example: Dame oral por favor = Go down on me please,Sexual request | Direct,,,basic,intimate sexual explicit,5
Dedéame,Finger me,,Explicit request. 'Dedear' = to finger (verb). Colombian slang for digital stimulation. Example: Dedéame despacio = Finger me slowly,Sexual request | Explicit,Méteme los dedos,,basic,intimate sexual explicit vulgar,5
Estás bien duro,You're really hard,,Compliment during intimacy. 'Duro' = hard (erection). Colombian: direct observation. Example: Ay papi estás bien duro = Oh daddy you're really hard,Sexual compliment | Intimate,Qué duro estás,,basic,intimate sexual explicit,5
Estás bien grande,You're huge / You're really big,,Size compliment. 'Grande' = big. Colombian: straightforward sexual compliment. Example: Uy estás bien grande = Wow you're really big,Sexual compliment | Explicit,La tienes enorme,,basic,intimate sexual explicit,5
Estás bien mojada,You're so wet,,Arousal observation. 'Mojada' = wet (feminine). Colombian: direct intimate comment. Example: Bebé estás bien mojada = Baby you're so wet,Sexual observation | Intimate,Estás empapada,,basic,intimate sexual explicit,5
Estás empapado,You're soaking wet (masculine),,Arousal observation. 'Empapado' = soaked. Less common but used. Example: Estás empapado mi amor = You're soaking wet my love,Sexual observation | Intimate,,,basic,intimate sexual explicit,5
Estoy a punto de venirme,I'm about to cum,,Warning during sex. 'Venirse' = to cum (Colombian slang). Important communication. Example: Papi estoy a punto de venirme = Daddy I'm about to cum,Sexual communication | Intimate,Ya casi me vengo,,basic,intimate sexual explicit,5
Estoy bien mojada,I'm so wet,,Self-description of arousal. Feminine form. Colombian: open sexual communication. Example: Estoy bien mojada por ti = I'm so wet for you,Sexual self-description | Intimate,Estoy empapada,,basic,intimate sexual explicit,5
Hacemos sin condón,Let's do it without a condom,,Risky proposition. 'Sin condón' or 'sin goma' (Colombian slang: goma = condom). Example: ¿Hacemos sin condón? Estoy tomando pastillas = Let's do it without a condom? I'm on the pill,Sexual negotiation | Risky,Sin goma,,basic,intimate sexual explicit,5
Hazme el amor,Make love to me,,Romantic sexual request. Softer than 'culéame'. Colombian: intimate and affectionate. Example: Hazme el amor despacio = Make love to me slowly,Romantic sexual | Intimate,,,basic,intimate romance sexual,4
Hazme tuya,Make me yours,,Passionate submission. 'Tuya' = yours (feminine). 'Tuyo' masculine. Very intimate. Example: Hazme tuya esta noche = Make me yours tonight,Passionate surrender | Sexual,,,basic,intimate romance sexual,5
Hazme venir,Make me cum,,Direct request. 'Venir' or 'venirse' = to cum. Colombian: straightforward. Example: Hazme venir con tu lengua = Make me cum with your tongue,Sexual request | Direct,Hazme acabar,,basic,intimate sexual explicit,5
La tengo bien parada,I'm really hard / I have it really hard,,Masculine self-description. 'Parada' = standing/erect. Colombian slang for erection. Example: Me tienes la tengo bien parada = You got me really hard,Sexual self-description | Explicit,,,basic,intimate sexual explicit vulgar,5
La tienes enorme,You have it enormous / You're huge,,Size compliment. Direct observation. Colombian: straightforward sexual praise. Example: Ay papi la tienes enorme = Oh daddy you have it enormous,Sexual compliment | Explicit,Qué grande la tienes,,basic,intimate sexual explicit,5
Más duro,Harder,,Common during sex. Simple intensity request. Colombian: very common. Example: Sí papi más duro = Yes daddy harder,Sexual instruction | Intense,,,basic,intimate sexual explicit,5
Más rápido,Faster,,Pace instruction. Simple and direct. Used during intimate moments. Example: Más rápido bebé = Faster baby,Sexual instruction | Pace,,,basic,intimate sexual explicit,5
Me encanta cómo me tocas,I love how you touch me,,Intimate positive feedback. Encouragement during foreplay/sex. Colombian: open communication. Example: Me encanta cómo me tocas ahí = I love how you touch me there,Sexual feedback | Intimate,,,basic,intimate sexual romance,5
Me excita cuando...,It turns me on when...,,Sharing sexual preferences. 'Excitar' = to turn on. Colombian: open about desires. Example: Me excita cuando me hablas así = It turns me on when you talk to me like that,Sexual communication | Preferences,Me calienta cuando...,,basic,intimate sexual,4
Me gusta como lo haces,I like how you do it,,Sexual praise. Positive feedback during intimacy. Colombian: encouragement. Example: Me gusta como lo haces mi amor = I like how you do it my love,Sexual feedback | Praise,,,basic,intimate sexual,4
Me haces venir,You make me cum,,Statement of effect. 'Venir' = to cum. Colombian: direct sexual communication. Example: Así me haces venir = Like that you make me cum,Sexual statement | Intense,,,basic,intimate sexual explicit,5
Me la chupas,Suck it for me / Suck me,,Sexual request. 'Chupar' = to suck. Colombian: direct sexual request. Example: ¿Me la chupas un ratito? = Will you suck it for a bit?,Sexual request | Explicit,,,basic,intimate sexual explicit vulgar,5
Me la mamas,Suck it / Give me head,,Explicit oral sex request. 'Mamar' = to suck (vulgar). Colombian street language. Example: Me la mamas muy rico = You suck me really good,Sexual request | Vulgar,,,basic,intimate sexual explicit vulgar,5
Me pones bien duro,You make me really hard,,Effect statement. Sexual compliment. Colombian: open about arousal. Example: Bebé me pones bien duro = Baby you make me really hard,Sexual compliment | Arousal,Me paras,,basic,intimate sexual explicit,5
Me voy a venir,I'm going to cum,,Orgasm warning. Important communication. Colombian: 'venirse' very common. Example: Ay me voy a venir ya = Oh I'm going to cum now,Sexual communication | Climax,Ya me vengo,,basic,intimate sexual explicit,5
Métela,Put it in,,Direct command. 'Meter' = to put/insert. Colombian: straightforward. Example: Métela toda = Put it all in,Sexual command | Direct,,,basic,intimate sexual explicit,5
Méteme los dedos,Finger me / Put your fingers in me,,Explicit request for fingering. Colombian: direct sexual instruction. Example: Méteme los dedos despacio = Put your fingers in me slowly,Sexual request | Explicit,Dedéame,,basic,intimate sexual explicit,5
No pares,Don't stop,,Common during sex. Important instruction. Colombian: very common. Example: No pares ahí está rico = Don't stop that feels good there,Sexual instruction | Urgent,Sigue,,basic,intimate sexual explicit,5
Párate en los tacones,Stand on your heels / Get on your heels,,Position instruction. 'Tacones' = heels. Colombian position reference. Example: Párate en los tacones bebé = Stand on your heels baby,Position instruction | Sexual,,,basic,intimate sexual,5
Ponte en cuatro,Get on all fours,,Position instruction. 'En cuatro' = on four (doggy style). Colombian: direct. Example: Ponte en cuatro mami = Get on all fours mami,Position command | Sexual,En cuatro,,basic,intimate sexual explicit,5
Quiero chupártela,I want to suck it,,Oral sex desire. 'Chupar' = to suck. Colombian: straightforward desire. Example: Quiero chupártela toda = I want to suck it all,Sexual desire | Explicit,Quiero mamártela,,basic,intimate sexual explicit vulgar,5
Quiero hacerte venir,I want to make you cum,,Sexual goal statement. 'Venir' = to cum. Colombian: focused on partner. Example: Quiero hacerte venir con mi boca = I want to make you cum with my mouth,Sexual intention | Intimate,Quiero hacerte acabar,,basic,intimate sexual explicit,5
Quiero lamerte,I want to lick you,,Oral sex desire. 'Lamer' = to lick. Colombian: sensual desire. Example: Quiero lamerte toda = I want to lick you all over,Sexual desire | Sensual,,,basic,intimate sexual explicit,5
Quiero probarte,I want to taste you,,Sensual desire. 'Probar' = to taste/try. Colombian: romantic-sexual mix. Example: Quiero probarte bebé = I want to taste you baby,Sexual desire | Sensual,,,basic,intimate sexual,4
Quiero que me la mames,I want you to suck me,,Explicit oral request. 'Mamar' vulgar. Colombian: direct sexual desire. Example: Quiero que me la mames bien rico = I want you to suck me really good,Sexual request | Vulgar,Quiero que me la chupes,,basic,intimate sexual explicit vulgar,5
Quiero sentirte adentro,I want to feel you inside,,Intimate desire. Penetration wish. Colombian: passionate expression. Example: Quiero sentirte adentro de mí = I want to feel you inside me,Sexual desire | Intimate,,,basic,intimate sexual explicit,5
Quítate la ropa,Take off your clothes,,Direct command. Undressing instruction. Colombian: straightforward. Example: Quítate la ropa despacio = Take off your clothes slowly,Intimate command | Direct,Desnúdate,,basic,intimate sexual,4
Sácala,Take it out / Pull it out,,Direct instruction. 'Sacar' = to take out. Context-dependent (penis/withdrawal). Example: Sácala un momento = Take it out for a moment,Sexual instruction | Direct,,,basic,intimate sexual explicit,5
Se me paró,I got hard / It got hard,,Arousal statement. 'Pararse' = to stand (erection). Colombian slang. Example: Apenas te vi se me paró = As soon as I saw you it got hard,Sexual statement | Arousal,,,basic,intimate sexual explicit,5
Sigue así,Keep going like that,,Positive feedback during sex. Encouragement. Colombian: common. Example: Sigue así bebé está rico = Keep going like that baby it feels good,Sexual instruction | Encouragement,,,basic,intimate sexual,4
Sin goma,Without condom,,Risky proposal. 'Goma' = Colombian slang for condom. Important negotiation. Example: ¿Lo hacemos sin goma? = Should we do it without a condom?,Sexual negotiation | Risky,Sin condón,,basic,intimate sexual explicit,5
Te chupo,I'll suck you / I'll go down on you,,Oral sex offer. 'Chupar' = to suck. Colombian: direct sexual offer. Example: Te chupo si tú me chupas a mí = I'll suck you if you suck me,Sexual offer | Explicit,Te la chupo,,basic,intimate sexual explicit vulgar,5
Te hago el oral,I'll give you oral / I'll go down on you,,Oral sex offer. More polite than 'chupar'. Colombian: direct but less vulgar. Example: Te hago el oral si quieres = I'll give you oral if you want,Sexual offer | Intimate,,,basic,intimate sexual explicit,4
Te la como,I'll eat you out,,Cunnilingus offer. 'Comer' = to eat (sexual slang). Colombian vulgar but common. Example: Déjame que te la como = Let me eat you out,Sexual offer | Vulgar,,,basic,intimate sexual explicit vulgar,5
Te la mamo,I'll suck it / I'll give you head,,Oral sex offer. 'Mamar' vulgar. Colombian: street sexual language. Example: Te la mamo hasta que te vengas = I'll suck it until you cum,Sexual offer | Vulgar,,,basic,intimate sexual explicit vulgar,5
Te quiero comer,I want to eat you,,Sexual desire. Cunnilingus implication. 'Comer' sexual slang. Colombian: common. Example: Te quiero comer toda = I want to eat you all up,Sexual desire | Vulgar,,,basic,intimate sexual explicit vulgar,5
Te quiero hacer el oral,I want to go down on you,,Oral sex desire. Gender-neutral. Colombian: clearer than just 'oral'. Example: Te quiero hacer el oral bien rico = I want to go down on you really good,Sexual desire | Explicit,,,basic,intimate sexual explicit,4
Te quiero sentir,I want to feel you,,Intimate desire. Physical connection. Colombian: passionate but not crude. Example: Te quiero sentir dentro de mí = I want to feel you inside me,Sexual desire | Intimate,,,basic,intimate sexual,4
Te vas a venir,You're going to cum,,"Observation/prediction. 'Venirse' = to cum. Colombian: intimate observation. Example: Ya te vas a venir ¿no? = You're going to cum now, right?",Sexual observation | Climax,,,basic,intimate sexual explicit,5
¿Te gusta así?,Do you like it like this?,,Sexual check-in. Important consent/pleasure question. Colombian: considerate. Example: ¿Te gusta así bebé? = Do you like it like this baby?,Sexual communication | Consent,,,basic,intimate sexual,4
¿Tienes condones?,Do you have condoms?,,Safe sex question. Important negotiation. Colombian: responsible. Example: ¿Tienes condones o gomas? = Do you have condoms?,Sexual negotiation | Safe sex,¿Tienes gomas?,,basic,intimate sexual,3
Tócame,Touch me,,Intimate request. Can be sexual or sensual. Colombian: direct desire. Example: Tócame aquí = Touch me here,Intimate request | Sensual,,,basic,intimate sexual,4
Tócame ahí,Touch me there,,Specific intimate request. 'Ahí' = there. Colombian: guiding touch. Example: Sí tócame ahí mismo = Yes touch me right there,Sexual instruction | Specific,,,basic,intimate sexual explicit,5
Úsame,Use me,,Submission statement. Consensual objectification. Colombian: kinky but consensual. Example: Úsame como quieras = Use me however you want,Sexual submission | Kinky,,,basic,intimate sexual explicit,5
Ven en mi boca,Cum in my mouth,,Explicit instruction. Oral sex climax. Colombian: direct sexual instruction. Example: Ven en mi boca papi = Cum in my mouth daddy,Sexual instruction | Explicit,Acábate en mi boca,,basic,intimate sexual explicit vulgar,5
Ven en mis nalgas,Cum on my ass,,Explicit instruction. 'Nalgas' = buttocks. Colombian: direct sexual instruction. Example: Ven en mis nalgas bebé = Cum on my ass baby,Sexual instruction | Explicit,,,basic,intimate sexual explicit vulgar,5
Ven en mis tetas,Cum on my tits,,Explicit instruction. 'Tetas' = breasts. Colombian: direct sexual language. Example: Ven en mis tetas = Cum on my tits,Sexual instruction | Explicit,Acábate en mis tetas,,basic,intimate sexual explicit vulgar,5
Voltéate,Turn around / Flip over,,Position change command. Simple instruction. Colombian: direct. Example: Voltéate boca abajo = Turn around face down,Position instruction | Sexual,Date la vuelta,,basic,intimate sexual,4
¿Andas en tus días?,Are you on your period?,,Menstruation question. 'Días' = period (Colombian euphemism). Important question. Example: ¿Andas en tus días o podemos? = Are you on your period or can we?,Period question | Intimate,¿Estás menstruando?,,basic,intimate health,3
¿Me vengo adentro?,Should I cum inside?,,Important consent question. 'Adentro' = inside. Colombian: responsible check. Example: ¿Me vengo adentro o afuera? = Should I cum inside or outside?,Sexual negotiation | Consent,¿Acabo adentro?,,basic,intimate sexual explicit,5
¿Puedo acabar adentro?,Can I finish inside?,,Consent question for internal ejaculation. Important negotiation. Colombian: responsible. Example: ¿Puedo acabar adentro mi amor? = Can I finish inside my love?,Sexual negotiation | Consent,,,basic,intimate sexual explicit,5
¿Puedo venirme adentro?,Can I cum inside?,,Explicit consent question. 'Venirse adentro' = cum inside. Colombian: direct negotiation. Example: ¿Puedo venirme adentro? Estás tomando pastillas = Can I cum inside? Are you on the pill?,Sexual negotiation | Consent,,,basic,intimate sexual explicit,5
¿Qué tan mojada estás?,How wet are you?,,Arousal question. Direct sexual check. Colombian: open sexual communication. Example: ¿Qué tan mojada estás bebé? = How wet are you baby?,Sexual question | Arousal,,,basic,intimate sexual explicit,5
¿Quieres que pare?,Do you want me to stop?,,CRITICAL consent check. Shows care. Colombian: respectful intimate communication. Example: ¿Quieres que pare o sigo? = Do you want me to stop or keep going?,Consent question | Important,¿Paro?,,basic,intimate sexual consent,4
¿Te gusta?,Do you like it?,,Simplest sexual check-in. Ongoing consent. Colombian: very common. Example: ¿Te gusta así mi amor? = Do you like it like this my love?,Sexual communication | Consent,,,basic,intimate sexual,3
¿Te veniste?,Did you cum?,,Post-orgasm question. 'Venirse' = to cum. Colombian: common intimate check. Example: ¿Ya te veniste o quieres más? = Did you cum already or do you want more?,Sexual question | Climax,¿Acabaste?,,basic,intimate sexual explicit,5
